Título,Autores,Fecha,URL,Fuente
,"Maki Mahdi Abdulhasan;
Alaa Mohammed;
Alaa Mohammed;
Azad Salh Nader;
Abdalsalam Taha Hussain Ali",2024,,IEEE Xplore
,"Hamidreza Kashefi;
Zaleha Ismail;
Yudariah Mohammad Yusof;
Roselainy Abdul Rahman",2011,,IEEE Xplore
,Francisco J. García-Peñalvo,2016,,IEEE Xplore
,Alexander Repenning,2011,,IEEE Xplore
,"Georgios Bakirtzis;
Eswaran Subrahmanian;
Cody H. Fleming",2021,,IEEE Xplore
,"Thomas J. Cortina;
Wanda P. Dann;
Carol Frieze;
Cara Ciminillo;
Cynthia Tananis;
Keith Trahan",2012,,IEEE Xplore
,"Shuhan Zhang;
Gary K. W. Wong;
Xiaojing Sun",2022,,IEEE Xplore
,"Críscilla M. C. Rezende;
Esdras L. Bispo",2018,,IEEE Xplore
,"Tomoya Iwamoto;
Shimpei Matsumoto",2019,,IEEE Xplore
,"Meesala Srinivasa Rao;
V.N.Achutha Naikan",2010,,IEEE Xplore
,"Jihyeon Lee;
Hayoung Oh",2018,,IEEE Xplore
,"Vladislav Yarovenko;
Jurn-Gyu Park;
Min-Ho Lee",2022,,IEEE Xplore
,"Cristian Vidal-Silva;
Jesennia Cárdenas-Cobo;
Miguel Tupac-Yupanqui;
Jorge Serrano-Malebrán;
Aurora Sánchez Ortiz",2024,,IEEE Xplore
,"Rosa Lanzilotti;
Antonio Piccinno;
Veronica Rossano;
Teresa Roselli",2021,,IEEE Xplore
,"N.B. Hadj-Alouane;
S. Lafortune;
Feng Lin",1994,,IEEE Xplore
,"Daniela Marghitu;
Stephen Coy",2015,,IEEE Xplore
,"Marcela Pessoa;
Luiz Fábio Alencar;
Lucas Araújo;
Rafaela Melo;
Fernanda Pires",2019,,IEEE Xplore
,Alexander Repenning,2011,,IEEE Xplore
,"Shawana Tabassum;
Prabha Sundaravadivel",2023,,IEEE Xplore
,"Zhonghao Li;
Xiao Chen;
Lusi Shu;
Liang Wang;
Zhitao Tang",2024,,IEEE Xplore
,"R. Saranya;
D. Kalaivani",2023,,IEEE Xplore
,"Emilio Ormeño;
Sergio F. Ochoa;
Claudio A. Alessio;
Cintia Ferrarini",2024,,IEEE Xplore
,"Sergio Trilles;
Aida Monfort-Muriach;
Enrique Cueto-Rubio;
Carlos Granell;
Pablo Juan",2022,,IEEE Xplore
,"Enzo Alda;
Jorge Baralt-Torrijos",2023,,IEEE Xplore
,"Jakita O. Thomas;
Yolanda Rankin",2015,,IEEE Xplore
,Grady Booch,2013,,IEEE Xplore
,"Liu Xubo;
Zhao Li;
Guo Hongmin;
Yang Xiangjie",2011,,IEEE Xplore
,"Yilong Pu;
Libing Zhang;
Heng Luo",2024,,IEEE Xplore
,"Qi Luo;
Shuhan Zhang",2024,,IEEE Xplore
,Steven L. Tanimoto,2015,,IEEE Xplore
,"Chengcheng Li;
Hazem Said;
Rebekah Michael;
Marcus Johnson;
Helen Meyer",2016,,IEEE Xplore
,"Pati Ruiz;
Kelly Mills;
Quinn Burke;
Merijke Coenraad",2021,,IEEE Xplore
,"Jiang Yang;
Xu Fang",2012,,IEEE Xplore
,Natalie Lao,2017,,IEEE Xplore
,"Pati Ruiz;
Emi Iwatani;
Quinn Burke;
Traci Tackett",2021,,IEEE Xplore
,Luiz Barboza,2022,,IEEE Xplore
,"Emi Iwatani;
Traci Tackett;
Kelsey Tackett;
Neil Arnett;
Payton May",2021,,IEEE Xplore
,"Marinalva Da Costa Santos;
Rogerio Santos Pedroso;
Amanda Marques Cavichioli;
Catia Helena Soares Barni",2024,,IEEE Xplore
,"Andrea Valente;
Emanuela Marchetti;
Edward Abel",2023,,IEEE Xplore
,Su Xiaosu,2024,,IEEE Xplore
,"Rose K. Pozos;
Jill Denner;
Erin Asamoto;
Emily Green;
Samuel Severance",2021,,IEEE Xplore
,S. Ghosh,2004,,IEEE Xplore
,"Claudia E. Vergara;
Daina Briedis;
Neeraj Buch;
Abdol-Hossein Esfahanian;
Jon Sticklen;
Mark Urban-Lurain;
Louise Paquette;
Cindee Dresen;
Kysha Frazier",2012,,IEEE Xplore
,"Ruqi Zhou;
Huiyou Chang;
Yuepeng Zhou;
Jun Xu;
Yonghe Lu;
Jiali Feng",2023,,IEEE Xplore
,Wlodzislaw Duch,2007,,IEEE Xplore
,"Shunsuke Aoki;
Takayuki Fujimoto",2020,,IEEE Xplore
,"Hiroki Ito;
Hiromitsu Shimakawa;
Fumiko Harada",2020,,IEEE Xplore
,"Ágnes Csiszárik-Kocsir;
János Varga",2023,,IEEE Xplore
,"László Horváth;
Imre J. Rudas;
Gerhard Hancke",2009,,IEEE Xplore
,"László Horváth;
Imre J. Rudas",2010,,IEEE Xplore
,"L. Horváth;
I. J. Rudas",2010,,IEEE Xplore
,"Soma Datta;
Mahrukh Sameen Mirza",2019,,IEEE Xplore
,"Thomas A. Henzinger;
Joseph Sifakis",2007,,IEEE Xplore
,"Yingxu Wang;
Omar A. Zatarain",2018,,IEEE Xplore
,Edward Y. Chang,2023,,IEEE Xplore
,"Jacob Stuart;
Karen Aul;
Michael D. Bumbach;
Anita Stephen;
Alexandre Gomes de Siqueira;
Benjamin Lok",2022,,IEEE Xplore
,"S.Sugantha Priya;
Surendhar B;
Sivakumar S;
Subhasree S",2023,,IEEE Xplore
,"Ana Casali;
Dante Zanarini;
Natalia Monjelat;
Patricia San Martín",2018,,IEEE Xplore
,"Abraham Samuel;
Niva Rana Mahanta;
Antoine Casel Vitug",2022,,IEEE Xplore
,"B. J. Wiltgen;
A. K. Goel",2019,,IEEE Xplore
,"Jauwairia Nasir;
Utku Norman;
Barbara Bruno;
Pierre Dillenbourg",2020,,IEEE Xplore
,"Sergio Trilles;
Aida Monfort-Muriach;
Águeda Gómez-Cambronero;
Carlos Granell",2022,,IEEE Xplore
,"Ad Zeevaarders;
Efthimia Aivaloglou",2021,,IEEE Xplore
,"Md Mahmudur Rahman;
Roshan Paudel",2018,,IEEE Xplore
,"Carlos Boya-Lara;
Daniela Diaz-Solano;
Aaron Fehrenbach",2023,,IEEE Xplore
,"Abdu Arslanyilmaz;
Margie Briley;
Gregory Boerio;
Katie Petridis;
Ramlah Ilyas",2023,,IEEE Xplore
,"Xiaolin Chai;
Yan Sun;
Yan Gao",2024,,IEEE Xplore
,"Koki Murakata;
Tokuro Matsuo",2011,,IEEE Xplore
,"Julian Togelius;
Georgios N. Yannakakis",2016,,IEEE Xplore
,"A. Horzyk;
J. A. Starzyk;
Basawaraj",2016,,IEEE Xplore
,Tsukasa Hirashima,2017,,IEEE Xplore
,"B. Helland;
B.G. Summers",1996,,IEEE Xplore
,"Sebastian Gross;
Eomji Park;
Annette Pickl;
Tim Storck",2019,,IEEE Xplore
,"János Végh;
Ádám J. Berki",2020,,IEEE Xplore
,"Moheb R. Girgis;
Abd El-mgeid A. Aly;
Bahgat A. Abdel Latef;
Boutros R. El-gamil",2006,,IEEE Xplore
,"Kemachart Kemavuthanon;
Anunya Panya;
Phitchayapha Jampathong",2024,,IEEE Xplore
,Mike Sharples,2023,,IEEE Xplore
,"Iris Zur Bargury;
Bruria Haberman;
Avi Cohen;
Orna Muller;
Doron Zohar;
Dalit Levy;
Reuven Hotoveli",2012,,IEEE Xplore
,"Michael Helms;
Roxanne Moore;
Doug Edwards;
Jason Freeman",2016,,IEEE Xplore
,Edit Tóth-Laufer,2018,,IEEE Xplore
,"Raphael Bahati;
Femida Gwadry-Sridhar",2013,,IEEE Xplore
,L.I. Perlovsky,1998,,IEEE Xplore
,"Emmanuel Baldwin Mbaya;
Emmanuel Adetiba;
Joke A. Badejo;
John Simon Wejin;
Oluwadamilola Oshin;
Olisaemeka Isife;
Surendra Colin Thakur;
Sibusiso Moyo;
Ezekiel F. Adebiyi",2023,,IEEE Xplore
,"Leah Pathan Khan;
Vibhu Gupta;
Srishty Bedi;
Abhishek Singhal",2023,,IEEE Xplore
,"Agnese Addone;
Renato De Donato;
Giuseppina Palmieri;
Maria Angela Pellegrino;
Andrea Petta;
Vittorio Scarano;
Luigi Serra",2021,,IEEE Xplore
,"Antonio J. Dios;
Rafael Asenjo;
Angeles Navarro;
Francisco Corbera;
Emilio L. Zapata",2010,,IEEE Xplore
,Ali Mohammad Saghiri,2020,,IEEE Xplore
,Eva Hornecker,2024,,IEEE Xplore
,"J. Trindade;
C. Fiolhais",2003,,IEEE Xplore
,"Wang Rui;
Wang Yawei",2011,,IEEE Xplore
,"Timothy A. K. Zakian;
Ludovic A. R. Capelli;
Zhenjiang Hu",2019,,IEEE Xplore
,"Zheng Li;
Yue Zhao;
Nicola Botta;
Cezar Ionescu;
Xiyang Hu",2020,,IEEE Xplore
,"Marius-Florin CRAINIC;
Stefan PREITL",2019,,IEEE Xplore
,"Ali R. Hurson;
Sahra Sedigh",2010,,IEEE Xplore
,Martin Cápay,2014,,IEEE Xplore
,"Mokhles M. Abdulghani;
Arthur A. Harden;
Khalid H. Abed",2022,,IEEE Xplore
,"Pertti Saariluoma;
Mikael Wahlström;
Tuomo Kujala;
Ronny Puustinen;
Antero Karvonen;
Kai Happonen",2018,,IEEE Xplore
,Lucas Gren,2017,,IEEE Xplore
,"Sonia Lopez;
Jose Antonio Cervantes;
Francisco Abelardo Robles;
Felix Ramos",2015,,IEEE Xplore
,"Mokhles M. Abdulghani;
Wilbur L. Walters;
Khalid H. Abed",2022,,IEEE Xplore
,"Sandy Ingram;
Rania Islambouli;
Miharisoa Andrianantenaina;
Jean-Philippe Weisskopf;
Philippe Masset;
Nicole Baudat",2021,,IEEE Xplore
,"Brandon Beckwith;
Dewan Ahmed",2018,,IEEE Xplore
,Ryan Z. Cheng,2020,,IEEE Xplore
,"Kameron Shrum;
Jeffrey Hood;
David Rankin",2016,,IEEE Xplore
,Muhittin Yilmaz,2023,,IEEE Xplore
,"Franz X. Bogner;
Sofoklis Sotiriou",2018,,IEEE Xplore
,Alireza Ebrahimi,2021,,IEEE Xplore
,Gregory Jansen,2019,,IEEE Xplore
,"Lauren Harter;
Alaina Caulkett",2022,,IEEE Xplore
,"Jiacheng Wang;
Hongyang Du;
Dusit Niyato;
Jiawen Kang;
Zehui Xiong;
Dong In Kim;
Khaled B. Letaief",2025,,IEEE Xplore
,"Vaishali Dhanoa;
Conny Walchshofer;
Andreas Hinterreiter;
Eduard Gröller;
Marc Streit",2023,,IEEE Xplore
,"M. Onori;
H. Alsterman;
J. Barata",2005,,IEEE Xplore
,"Ying Wang;
Yong Gou;
Yinjuan Guo;
Harry Haoxiang Wang",2020,,IEEE Xplore
,"Chiu-Fan Hu;
Yu-Tzu Lin;
Hui-Chi Chuang;
Cheng-Chih Wu",2014,,IEEE Xplore
,"Chen Chao;
Zhao Yue",2013,,IEEE Xplore
,"Ping Yang;
Yong Yang;
Jianguo Dong",2009,,IEEE Xplore
,"XiaoNing Yang;
Min Zhang",2022,,IEEE Xplore
,"Dinesh Valluru;
Mohammed Ahmed Mustafa;
Hind Yasin Jasim;
Kandula Srikanth;
M.V.L.N. RajaRao;
Purilla Siva Satya Sreedhar",2023,,IEEE Xplore
,"Péricles de Lima Sobreira;
Jauberth Weyll Abijaude;
Hellan Dellamycow Gomes Viana;
Levy Marlon Souza Santiago;
Karim El Guemhioui;
Omar Abdul Wahab;
Fabíola Greve",2020,,IEEE Xplore
,"W. Zhang;
J. Xie;
R. Wang;
E. Yuan;
Y. Tang;
Y. Wu",2022,,IEEE Xplore
,"Sanjeev Kimothi;
Pooja Joshi;
Sunil Shukla;
Rajiv Kumar;
Ishteyaaq Ahmad;
Minakshi Memoria",2023,,IEEE Xplore
,"Dhaval Parmar;
Joseph Isaac;
Sabarish V. Babu;
Nikeetha D'Souza;
Alison E. Leonard;
Sophie Jörg;
Kara Gundersen;
Shaundra B. Daily",2016,,IEEE Xplore
,"Peter Hubwieser;
Andreas Mühling",2015,,IEEE Xplore
,"Rivanilson S. Rodrigues;
Wilkerson L. Andrade;
Livia M. R. Sampaio Campos",2016,,IEEE Xplore
,"Priscila S. C. Santos;
Luis Gustavo J. Araujo;
Roberto A. Bittencourt",2018,,IEEE Xplore
,"Souza Isabelle M. L.;
Wilkerson L. Andrade;
Sampaio Lívia M. R.",2019,,IEEE Xplore
,"Connor Fritz;
Dylan Bray;
Grace Lee;
Christine Julien;
Sheri Burson;
Darla Castelli;
Carol Ramsey;
Jamie Payton",2022,,IEEE Xplore
,"Eduardo C. Oliveira;
Ronaldo C. M. Correia;
Roberto A. Bittencourt",2021,,IEEE Xplore
,"Tze Ying Sim;
Matthew Teow;
Sian Lun Lau",2021,,IEEE Xplore
,Yingxu Wang,2017,,IEEE Xplore
,"Liu QingSong;
Yue Jingpin",2009,,IEEE Xplore
,"Guoqing Li;
Lili Dai;
Yan Sun;
Jian Zhang",2010,,IEEE Xplore
,Bixin Hu,2012,,IEEE Xplore
,"Fengxia Li;
Dongni Li;
Jun Zheng;
Sanyuan Zhao",2015,,IEEE Xplore
,"Chan-Uk Yeom;
Keun-Chang Kwak",2018,,IEEE Xplore
,"Yanting Gao;
Jingjing Zhang;
Shuang Wang;
Yuncong Peng;
Aixia Tang",2020,,IEEE Xplore
,"Mahendra Mallick;
Xiaoqing Tian;
Jing Liu",2021,,IEEE Xplore
,"Ali A. Minai;
Laxmi R. Iyer;
Divyachapan Padur;
Simona Doboli",2009,,IEEE Xplore
,"J. R. Byrne;
L. Fisher;
B. Tangney",2015,,IEEE Xplore
,Huiyi Song,2023,,IEEE Xplore
,"Hassan Pournaghshband;
Shahriar Movafaghi",2017,,IEEE Xplore
,"Mária Csernoch;
Erzsébet Dani",2017,,IEEE Xplore
,"Qingqing Xing;
Chenghong Zheng;
Nan Zhu;
David Yip",2023,,IEEE Xplore
,"Enikő Nagy;
Ildikó Holik",2022,,IEEE Xplore
,Benfeng Yu,2024,,IEEE Xplore
,"Sangeeta Jadhav;
Manish Joshi;
Jyoti Pawar",2012,,IEEE Xplore
,"Alberione Braz da Silva;
João Luís Garcia Rosa",2011,,IEEE Xplore
,"Hadary Mallafi;
Dwi H. Widyantoro",2016,,IEEE Xplore
,"Mingfang Du;
Tongshun Fan;
Wei Su;
Hongxing Li",2008,,IEEE Xplore
,"Andrea Ševčíková;
Eva Milková",2016,,IEEE Xplore
,"Lijuan Shi;
Youxian Wen;
Xingang Xie",2009,,IEEE Xplore
,"Shiying Ding;
Xinyi Chen;
Yan Fang;
Wenrui Liu;
Yiwu Qiu;
Chunlei Chai",2023,,IEEE Xplore
,"Linna Zhu;
Yongxing He;
Yongchuan Tang",2018,,IEEE Xplore
,"Jianbo Bo;
Shuqin Li;
Rui Geng;
Jiaming Tong",2019,,IEEE Xplore
,"Siddharth Gupta;
Narina Thakur",2010,,IEEE Xplore
,Liu XiFa,2010,,IEEE Xplore
,"Liu Dan;
Ni Xiaohong",2013,,IEEE Xplore
,"Xiongwei Lin;
Dabin Hu;
Lei Chen",2012,,IEEE Xplore
,"Qingquan Pan;
Zongkui Zhou",2009,,IEEE Xplore
,"Yilun Han;
Yong Rui Zhao;
Guo Zhi Lin;
Guo Hai Wang",2006,,IEEE Xplore
,"Ikuesan R. Adeyemi;
Shukor Abd Razak;
Mazleena Salleh",2014,,IEEE Xplore
,László Horváth,2010,,IEEE Xplore
,"Johann C. K. H. Riedel;
Jannicke Baalsrud Hauge",2011,,IEEE Xplore
,R. G. Colclaser,1970,,IEEE Xplore
,"Gomathi Thiyagarajan;
Prasanna S",2021,,IEEE Xplore
,"Ah-Fur Lai;
Pei-Jeng Wu",2015,,IEEE Xplore
,"Frank V. Kowalski;
Susan E. Kowalski",2012,,IEEE Xplore
,"Zahir Zainuddin;
Indah Purwitasari Ihsan",2013,,IEEE Xplore
,"Peiling Zhang;
Hui Li",2010,,IEEE Xplore
,Yizhi Jiang,2020,,IEEE Xplore
,"Manli Li;
Yinjiao Long",2011,,IEEE Xplore
,"Kuo-Cheng Wu;
F. Fernando",2004,,IEEE Xplore
,Yang Xue,2020,,IEEE Xplore
,"L. Horváth;
I. J. Rudas",2011,,IEEE Xplore
,"Han Sun;
Yujun Song",2021,,IEEE Xplore
,Qijun Dong,2023,,IEEE Xplore
,"Lin Xuefen;
Cen Gang",2010,,IEEE Xplore
,"László Horváth;
Imre J. Rudas",2011,,IEEE Xplore
,"Minhua Wu;
Weili Peng",2011,,IEEE Xplore
,"Guoxiang Zhong;
Tangming Yuan",2013,,IEEE Xplore
,"Hyonam Jeon;
Hayoung Oh;
Jaejun Lee",2018,,IEEE Xplore
,"Omar A. Zatarain;
Yingxu Wang",2016,,IEEE Xplore
,"Soubhik Das;
Manisha J. Nene",2017,,IEEE Xplore
,Alison Polasik,2022,,IEEE Xplore
,"Jon Sticklen;
Ronald Rosenberg",2011,,IEEE Xplore
,Binghui Helen Wu,2013,,IEEE Xplore
,Ruggero Scorcioni,2010,,IEEE Xplore
,"Edgar Lopez-Caudana;
Ariadna Sosa Luviano;
Joan Domínguez Lora;
Victoria Rodriguez de León;
Carina Soledad González González;
Carlos Enrique George-Reyes",2024,,IEEE Xplore
,"Duane F. Shell;
Melissa Patterson Hazley;
Leen-Kiat Soh;
Elizabeth Ingraham;
Stephen Ramsay",2013,,IEEE Xplore
,"K. Bramara Neelima;
T. Saravanan",2018,,IEEE Xplore
,"Md. Iftekharul Mobin;
A. F. M. Suaib Akhter;
M. F. Mridha;
S. M. Hasan Mahmud;
Zeyar Aung",2024,,IEEE Xplore
,"Senja Pollak;
Borut Lesjak;
Janez Kranjc;
Vid Podpecan;
Martin nidaric;
Nada Lavrac",2015,,IEEE Xplore
,"Álvaro Labella Romero;
Rosa M. Rodríguez;
Luis Martínez",2020,,IEEE Xplore
,"Gary K. W. Wong;
H. Y. Cheung;
Edwin C. C. Ching;
John M. H. Huen",2015,,IEEE Xplore
,"T.S. Sali;
S. Gore",2013,,IEEE Xplore
,"Ke Yan;
Xiuying Wang;
Jinman Kim;
Wangmeng Zuo;
Dagan Feng",2022,,IEEE Xplore
,"Ethan White;
Lawrence J. Mazlack",2011,,IEEE Xplore
,"Vy Thuy Nguyen;
Richard Fujimoto",2016,,IEEE Xplore
,C. Landauer,1998,,IEEE Xplore
,"Rasikh Tariq;
Casillas-Muñoz F.;
Waqar Muhammad Ashraf;
Maria Soledad Ramírez-Montoya",2024,,IEEE Xplore
,"Jerry M. Mendel;
Piero P. Bonissone",2021,,IEEE Xplore
,"Yingxu Wang;
Dong Liu",2003,,IEEE Xplore
,Henry C. B. Chan,2021,,IEEE Xplore
,"Xiaohao Li;
Mingxu Ma;
Qunchao Zhao",2021,,IEEE Xplore
,"Krisztina Varlaki;
Peter Baranyi",2018,,IEEE Xplore
,"D.H. Bailey;
E. Barszcz;
L. Dagum;
H.D. Simon",1993,,IEEE Xplore
,"Junhua Wang;
Wanli Zuo;
Tao Peng",2015,,IEEE Xplore
,"Andrew L. Drozd;
Ramona L. Smith;
Daniel J. Kostelec;
Maria Fallacaro Smith;
Corey Colmey;
Greg Kelahan;
Martha Group;
Evan M. Drozd;
John Bertrand",2017,,IEEE Xplore
,"Antwain Leach;
Sajid Hussain",2020,,IEEE Xplore
,Rosemary Borges de Almeida,2024,,IEEE Xplore
,"Yueshan Lin;
Wei Feng;
Ting Zhou;
Yanmin Wang;
Yunfei Chen;
Ning Ge;
Cheng-Xiang Wang",2023,,IEEE Xplore
,"Fa Wang;
Shihui Yin;
Minhee Jun;
Xin Li;
Tamal Mukherjee;
Rohit Negi;
Larry Pileggi",2016,,IEEE Xplore
,"Steve Easterbrook;
Kim Mens;
Steffen Zschaler",2010,,IEEE Xplore
,"Wolfgang Graf;
Marco Götz;
Ferenc Leichsenring;
Michael Kaliske",2015,,IEEE Xplore
,"Shaheer Abbas;
Ahmad Maaz;
Raja Hashim Ali;
Talha Ali Khan;
Iftikhar Ahmed",2024,,IEEE Xplore
,"Jianchao Han;
Jing Dong",2007,,IEEE Xplore
,Hiroshi Higashida,2011,,IEEE Xplore
,M.E. Ulug,1988,,IEEE Xplore
,"Zhen-Chun Huang;
Shi-Feng Shang",2010,,IEEE Xplore
,"Jiangyu Yan;
Ran Qiao;
Liangrui Tang;
Chenxi Zheng;
Bing Fan",2019,,IEEE Xplore
,"Soumava Kumar Roy;
Utkarsh Agrawal;
Brijraj Singh",2015,,IEEE Xplore
,"Shufen Zhang;
Xuebin Chen",2014,,IEEE Xplore
,"Haifeng Wan;
Zhizhuo Zhang;
Ruijie Liu",2009,,IEEE Xplore
,Shao Siyu,2020,,IEEE Xplore
,"Ruifei Wang;
Jie Tang;
Yuhao Shi;
Hong Wen;
Pin-Han Ho;
Shih Yu Chang",2023,,IEEE Xplore
,"Xiao Jing Li;
Dan Han;
Tong Pan;
Bin Ru Chen;
Lei Zhao;
Lin Deng",2022,,IEEE Xplore
,C.A. Silva,2006,,IEEE Xplore
,"F. Tadayon-Navabi;
M.R. Anderson-Rowland;
J.S. Collofello;
D.L. Banks",2004,,IEEE Xplore
,"Arlene John;
Koushik Kumar Nundy;
Barry Cardiff;
Deepu John",2021,,IEEE Xplore
,"Memoona Rafique;
Muhammad Awais Hassan;
Abdul Jaleel;
Hina Khalid;
Gulshan Bano",2020,,IEEE Xplore
,"Jihong Li;
Huaibo Wang;
Rongxia Zhuang;
Tingwen Chang;
Ronghuai Huang",2020,,IEEE Xplore
,Chiung-Hui Chen,2024,,IEEE Xplore
,"Hubert Cecotti;
Michael Callaghan",2021,,IEEE Xplore
,Wayne Brookes,2017,,IEEE Xplore
,"Giacomo Vallasciani;
Lorenzo Stacchio;
Pasquale Cascarano;
Gustavo Marfia",2024,,IEEE Xplore
,"G. Bengu;
D. Watts;
N. Elliot;
S. Tolety;
Y. Mallikarjum;
A. Bhaumik;
J. Lipuma",1998,,IEEE Xplore
,"Ioanna Kanellopoulou;
Pablo Garaizar;
Mariluz Guenaga",2021,,IEEE Xplore
,"Witali Dunin-Barkowski;
Ksenia Solovyeva",2018,,IEEE Xplore
,Hiroshi Nakashima,2008,,IEEE Xplore
,"R. Schiphorst;
F. Hoeksema;
C.H. Slump",2003,,IEEE Xplore
,B. Wickizer,1998,,IEEE Xplore
,"Mohamed Salah-Eddine;
Mustapha Belaissaoui",2016,,IEEE Xplore
,"Ryan Erickson;
Mitchell Holmberg;
Thomas Rychart;
Tyler Busta;
Mohammed Mahmoud",2023,,IEEE Xplore
,Roelien Goede,2022,,IEEE Xplore
,"Eltayeb S. Abuelyaman;
Abdullah A. Manda",2020,,IEEE Xplore
,"V. Grubelnik;
R. Repnik",2010,,IEEE Xplore
,"Norihisa Fujita;
Ryohei Kobayashi;
Yoshiki Yamaguchi;
Kohji Yoshikawa;
Makito Abe;
Masayuki Umemura",2020,,IEEE Xplore
,"Andrew Ciminski;
Charles Wallace",2023,,IEEE Xplore
,Dmitry E. Palchunov,2024,,IEEE Xplore
,"ZHAO Sheng-Ye;
WU Wen-Jiang;
JIA Jin-Yuan;
FU Wei-Qi",2018,,IEEE Xplore
,"Steve Strain;
Sean Kugele;
Stan Franklin",2014,,IEEE Xplore
,"Danial Hooshyar;
Nour El Mawas;
Marcelo Milrad;
Yeongwook Yang",2023,,IEEE Xplore
,"P. Schroder;
J.B. Salem",1991,,IEEE Xplore
,"Yousef Safari;
Pooya Aghanoury;
Subramanian S. Iyer;
Nader Sehatbakhsh;
Boris Vaisband",2023,,IEEE Xplore
,"Emanuele Carlini;
Patrizio Dazzi;
Antonios Makris;
Matteo Mordacchini;
Theodoros Theodoropoulos;
Konstantinos Tserpes",2024,,IEEE Xplore
,Yingxu Wang,2008,,IEEE Xplore
,"Selin Urhan;
Selay Arkun Kocadere",2024,,IEEE Xplore
,"J. Octavio Gutierrez-Garcia;
Emmanuel López-Neri",2015,,IEEE Xplore
,"Prashant Doshi;
Xia Qu;
Adam S. Goodie;
Diana L. Young",2012,,IEEE Xplore
,"N. Takeda;
A. Shiomi;
K. Kawai;
H. Ohiwa",1993,,IEEE Xplore
,"Md. Abdullah-Al-Kafi;
Md. Fahad Hossain;
Sheak Rashed Haider Noori",2021,,IEEE Xplore
,"Bin Li;
Xin-qing Yan",2010,,IEEE Xplore
,"Ying Liu;
Peng Lu",2019,,IEEE Xplore
,S. Varshney,1998,,IEEE Xplore
,"Shang Wang;
Xuelei Wang;
Zhixin Feng;
Huagang Liu",2021,,IEEE Xplore
,"Li Wei;
Huimin Huang",2018,,IEEE Xplore
,"Wildan Awaludin Rachman;
Nanang Rohadi;
Dwi Esti Kusumandari;
Ubaidillah;
Anugrah K. Pamosoaji;
Arjon Turnip",2022,,IEEE Xplore
,"Miguel A. Garcia-Ruiz;
Pedro C. Santana-Mancilla",2015,,IEEE Xplore
,"Natticha Gasonpan;
Punnarumol Temdee",2021,,IEEE Xplore
,"Ge Zhenying;
Bai Huiling;
Wang Guoying",2015,,IEEE Xplore
,Liu Shuang,2012,,IEEE Xplore
,"Valerija Pinter Krekic;
Zolt Namestovski",2009,,IEEE Xplore
,"Ankur Chattopadhyay;
Bobby Chindaphone",2018,,IEEE Xplore
,"Pan Li;
Yongmei He;
Lingyao Meng;
Ze Liu",2021,,IEEE Xplore
,"Tetsuo Hattori;
Rikiya Masuda;
Yoshio Moritoh;
Yoshiro Imai;
Yusuke Kawakami;
Takeshi Tanaka",2020,,IEEE Xplore
,"Z. Okonski;
E. Parker",2003,,IEEE Xplore
,"Wang Feng;
Shi Jiaofang;
Wang Yong",2011,,IEEE Xplore
,"Long Yue;
Deng Changhao",2023,,IEEE Xplore
,"Hu Jun;
Wu Qiang",2009,,IEEE Xplore
,Hong_Bin Miao,2011,,IEEE Xplore
,"Wei Yuke;
Li Jiangping",2010,,IEEE Xplore
,Fan Yang,2023,,IEEE Xplore
,"Shang-Jeng Tsai;
Tsung-Ying Sun;
Shih-Hsiang Ting",2007,,IEEE Xplore
,"Huang Hai Hong;
Yu Yingzi",2020,,IEEE Xplore
,"Luis H. Gonzalez-Guerra;
Román Martínez Martínez",2021,,IEEE Xplore
,"Lizhen Liu;
Wenbin Xu;
Wei Song;
Hanshi Wang;
Hao Liu;
Haining Xu;
Tao Chi",2014,,IEEE Xplore
,"Masako Okamoto;
Takeshi Fujioka;
Hajime Kita",2011,,IEEE Xplore
,Yanli Huang,2024,,IEEE Xplore
,Yue Qian,2022,,IEEE Xplore
,"Andriy Melnyk;
Andriy Hirnyak;
Halyna Hirnyak;
Mariya Mudrak;
Ihor Hevko;
Yuriy Popovych",2024,,IEEE Xplore
,"Xiaohao Li;
Mingxu Ma;
Qunchao Zhao",2021,,IEEE Xplore
,"Yonatan Mamani;
Manuel Ibarra;
Evelin Angelino;
Angel Navarro;
Leonidas Asto",2018,,IEEE Xplore
,"Alokam Ujwala Bharati;
Motamarri Bhargavi;
K.V.N.D. Sai Harshith;
Srinivasa Reddy K",2023,,IEEE Xplore
,"Shashank Ganti;
Mantha Anirudh",2023,,IEEE Xplore
,"Liliana M. Villavicencio;
Pallavi Singh;
Luis Fernando Cruz;
Luis Miguel Quevedo M.;
Wilfrido Alejandro Moreno",2024,,IEEE Xplore
,"Zhang Xiao Lan;
Liu Wei",2010,,IEEE Xplore
,"Jing Luo;
Weimin Guo",2010,,IEEE Xplore
,Antonio Dourado,2016,,IEEE Xplore
,Vladimir G. Red'ko,2019,,IEEE Xplore
,Zvetomira Svetleff,2023,,IEEE Xplore
,"Xiaoli Zhang;
Rendong Li;
Mei Song;
Wenhui Hao",2021,,IEEE Xplore
,"Liu Jia;
Guo Weimin;
Wang Xiaoqian",2010,,IEEE Xplore
,"Xiying Huang;
Jingye Wang",2008,,IEEE Xplore
,Edzard Höfig,2012,,IEEE Xplore
,Leonid I. Perlovsky,2010,,IEEE Xplore
,"Lei Cao;
Huijun Zhang;
Ling Feng",2022,,IEEE Xplore
